Year,Week,Division,Cases
2025,17,Chattogram Division (Out of CC),null
2025,17,Dhaka Division (Out of CC),1
2025,17,DNCC,4
2025,17,DSCC,3
2025,17,Khulna Division (Out of CC),1
2025,17,Mymensingh Division (Out of CC),null
2025,17,Rajshahi Division (Out of CC),null
2025,17,Rangpur Division (Out of CC),null
2025,17,Barishal Division (Out of CC),22
2025,17,Chattogram Division (Out of CC),null
2025,17,Dhaka Division (Out of CC),6
2025,17,DNCC,1
2025,17,DSCC,6
2025,17,Khulna Division (Out of CC),null
2025,17,Mymensingh Division (Out of CC),1
2025,17,Rajshahi Division (Out of CC),null
2025,17,Rangpur Division (Out of CC),null
2025,18,Barishal Division (Out of CC),16
2025,18,Chattogram Division (Out of CC),2
2025,18,Dhaka Division (Out of CC),2
2025,18,DNCC,1
2025,18,DSCC,2
2025,18,Khulna Division (Out of CC),null
2025,18,Mymensingh Division (Out of CC),1
2025,18,Rajshahi Division (Out of CC),null
2025,18,Rangpur Division (Out of CC),null
2025,18,Barishal Division (Out of CC),8
2025,18,Chattogram Division (Out of CC),11
2025,18,Dhaka Division (Out of CC),3
2025,18,DNCC,3
2025,18,DSCC,7
2025,18,Khulna Division (Out of CC),2
2025,18,Mymensingh Division (Out of CC),1
2025,18,Rajshahi Division (Out of CC),null
2025,18,Rangpur Division (Out of CC),null
2025,18,Barishal Division (Out of CC),11
2025,18,Chattogram Division (Out of CC),1
2025,18,Dhaka Division (Out of CC),4
2025,18,DNCC,null
2025,18,DSCC,1
2025,18,Khulna Division (Out of CC),1
2025,18,Mymensingh Division (Out of CC),1
2025,18,Rajshahi Division (Out of CC),null
2025,18,Rangpur Division (Out of CC),null
2025,18,Barishal Division (Out of CC),22
2025,18,Chattogram Division (Out of CC),1
2025,18,Dhaka Division (Out of CC),1
2025,18,DNCC,1
2025,18,DSCC,3
2025,18,Khulna Division (Out of CC),null
2025,18,Mymensingh Division (Out of CC),1
2025,18,Rajshahi Division (Out of CC),null
2025,18,Rangpur Division (Out of CC),null
2025,18,Barishal Division (Out of CC),null
2025,18,Chattogram Division (Out of CC),2
2025,18,Dhaka Division (Out of CC),null
2025,18,DNCC,3
2025,18,DSCC,8
2025,18,Khulna Division (Out of CC),null
2025,18,Mymensingh Division (Out of CC),1
2025,18,Rajshahi Division (Out of CC),null
2025,18,Rangpur Division (Out of CC),null
2025,18,Sylhet Division (Out of CC),null
2025,18,Barishal Division (Out of CC),20
2025,18,Chattogram Division (Out of CC),1
2025,18,Dhaka Division (Out of CC),2
2025,18,DNCC,null
2025,18,DSCC,1
2025,18,Khulna Division (Out of CC),null
2025,18,Mymensingh Division (Out of CC),null
2025,18,Rajshahi Division (Out of CC),null
2025,18,Rangpur Division (Out of CC),null
2025,18,Sylhet Division (Out of CC),1
2025,18,Barishal Division (Out of CC),31
2025,18,Chattogram Division (Out of CC),1
2025,18,Dhaka Division (Out of CC),2
2025,18,DNCC,5
2025,18,DSCC,4
2025,18,Khulna Division (Out of CC),null
2025,18,Mymensingh Division (Out of CC),null
2025,18,Rajshahi Division (Out of CC),null
2025,18,Rangpur Division (Out of CC),null
2025,18,Sylhet Division (Out of CC),null
2025,19,Barishal Division (Out of CC),33
2025,19,Chattogram Division (Out of CC),6
2025,19,Dhaka Division (Out of CC),4
2025,19,DNCC,1
2025,19,DSCC,7
2025,19,Khulna Division (Out of CC),null
2025,19,Mymensingh Division (Out of CC),2
2025,19,Rajshahi Division (Out of CC),null
2025,19,Rangpur Division (Out of CC),null
2025,19,Sylhet Division (Out of CC),null
2025,19,Barishal Division (Out of CC),17
2025,19,Chattogram Division (Out of CC),18
2025,19,Dhaka Division (Out of CC),3
2025,19,DNCC,5
2025,19,DSCC,2
2025,19,Khulna Division (Out of CC),2
2025,19,Mymensingh Division (Out of CC),1
2025,19,Rajshahi Division (Out of CC),null
2025,19,Rangpur Division (Out of CC),null
2025,19,Sylhet Division (Out of CC),1
2025,19,Barishal Division (Out of CC),23
2025,19,Chattogram Division (Out of CC),23
2025,19,Dhaka Division (Out of CC),null
2025,19,DNCC,2
2025,19,DSCC,9
2025,19,Khulna Division (Out of CC),1
2025,19,Mymensingh Division (Out of CC),2
2025,19,Rajshahi Division (Out of CC),null
2025,19,Rangpur Division (Out of CC),null
2025,19,Sylhet Division (Out of CC),null
2025,19,Barishal Division (Out of CC),25
2025,19,Chattogram Division (Out of CC),3
2025,19,Dhaka Division (Out of CC),4
2025,19,DNCC,3
2025,19,DSCC,6
2025,19,Khulna Division (Out of CC),null
2025,19,Mymensingh Division (Out of CC),1
2025,19,Rajshahi Division (Out of CC),null
2025,19,Rangpur Division (Out of CC),null
2025,19,Sylhet Division (Out of CC),null
2025,19,Barishal Division (Out of CC),29
2025,19,Chattogram Division (Out of CC),1
2025,19,Dhaka Division (Out of CC),3
2025,19,DNCC,2
2025,19,DSCC,7
2025,19,Khulna Division (Out of CC),2
2025,19,Mymensingh Division (Out of CC),null
2025,19,Rajshahi Division (Out of CC),null
2025,19,Rangpur Division (Out of CC),1
2025,19,Sylhet Division (Out of CC),null
2025,19,Barishal Division (Out of CC),null
2025,19,Chattogram Division (Out of CC),3
2025,19,Dhaka Division (Out of CC),7
2025,19,DNCC,4
2025,19,DSCC,5
2025,19,Khulna Division (Out of CC),null
2025,19,Mymensingh Division (Out of CC),2
2025,19,Rajshahi Division (Out of CC),null
2025,19,Rangpur Division (Out of CC),null
2025,19,Sylhet Division (Out of CC),1
2025,19,Barishal Division (Out of CC),29
2025,19,Chattogram Division (Out of CC),1
2025,19,Dhaka Division (Out of CC),2
2025,19,DNCC,8
2025,19,DSCC,7
2025,19,Khulna Division (Out of CC),null
2025,19,Mymensingh Division (Out of CC),null
2025,19,Rajshahi Division (Out of CC),null
2025,19,Rangpur Division (Out of CC),null
2025,19,Sylhet Division (Out of CC),null
2025,20,Barishal Division (Out of CC),3
2025,20,Chattogram Division (Out of CC),3
2025,20,Dhaka Division (Out of CC),3
2025,20,DNCC,3
2025,20,DSCC,2
2025,20,Khulna Division (Out of CC),null
2025,20,Mymensingh Division (Out of CC),null
2025,20,Rajshahi Division (Out of CC),null
2025,20,Rangpur Division (Out of CC),null
2025,20,Sylhet Division (Out of CC),null
2025,20,Barishal Division (Out of CC),40
2025,20,Chattogram Division (Out of CC),15
2025,20,Dhaka Division (Out of CC),5
2025,20,DNCC,6
2025,20,DSCC,11
2025,20,Khulna Division (Out of CC),4
2025,20,Mymensingh Division (Out of CC),1
2025,20,Rajshahi Division (Out of CC),null
2025,20,Rangpur Division (Out of CC),null
2025,20,Sylhet Division (Out of CC),null
2025,20,Barishal Division (Out of CC),23
2025,20,Chattogram Division (Out of CC),5
2025,20,Dhaka Division (Out of CC),5
2025,20,DNCC,4
2025,20,DSCC,4
2025,20,Khulna Division (Out of CC),2
2025,20,Mymensingh Division (Out of CC),null
2025,20,Rajshahi Division (Out of CC),null
2025,20,Rangpur Division (Out of CC),1
2025,20,Sylhet Division (Out of CC),4
2025,20,Barishal Division (Out of CC),50
2025,20,Chattogram Division (Out of CC),10
2025,20,Dhaka Division (Out of CC),12
2025,20,DNCC,5
2025,20,DSCC,3
2025,20,Khulna Division (Out of CC),2
2025,20,Mymensingh Division (Out of CC),null
2025,20,Rajshahi Division (Out of CC),null
2025,20,Rangpur Division (Out of CC),1
2025,20,Sylhet Division (Out of CC),null
2025,20,Barishal Division (Out of CC),34
2025,20,Chattogram Division (Out of CC),5
2025,20,Dhaka Division (Out of CC),2
2025,20,DNCC,8
2025,20,DSCC,10
2025,20,Khulna Division (Out of CC),1
2025,20,Mymensingh Division (Out of CC),4
2025,20,Rajshahi Division (Out of CC),null
2025,20,Rangpur Division (Out of CC),1
2025,20,Sylhet Division (Out of CC),null
2025,20,Barishal Division (Out of CC),null
2025,20,Chattogram Division (Out of CC),10
2025,20,Dhaka Division (Out of CC),1
2025,20,DNCC,6
2025,20,DSCC,6
2025,20,Khulna Division (Out of CC),null
2025,20,Mymensingh Division (Out of CC),null
2025,20,Rajshahi Division (Out of CC),null
2025,20,Rangpur Division (Out of CC),null
2025,20,Sylhet Division (Out of CC),null
2025,20,Barishal Division (Out of CC),40
2025,20,Chattogram Division (Out of CC),14
2025,20,Dhaka Division (Out of CC),6
2025,20,DNCC,3
2025,20,DSCC,9
2025,20,Khulna Division (Out of CC),6
2025,20,Mymensingh Division (Out of CC),null
2025,20,Rajshahi Division (Out of CC),null
2025,20,Rangpur Division (Out of CC),null
2025,20,Sylhet Division (Out of CC),1
2025,21,Barishal Division (Out of CC),43
2025,21,Chattogram Division (Out of CC),11
2025,21,Dhaka Division (Out of CC),7
2025,21,DNCC,9
2025,21,DSCC,13
2025,21,Khulna Division (Out of CC),1
2025,21,Mymensingh Division (Out of CC),2
2025,21,Rajshahi Division (Out of CC),null
2025,21,Rangpur Division (Out of CC),null
2025,21,Sylhet Division (Out of CC),null
2025,21,Barishal Division (Out of CC),45
2025,21,Chattogram Division (Out of CC),20
2025,21,Dhaka Division (Out of CC),3
2025,21,DNCC,7
2025,21,DSCC,2
2025,21,Khulna Division (Out of CC),2
2025,21,Mymensingh Division (Out of CC),null
2025,21,Rajshahi Division (Out of CC),null
2025,21,Rangpur Division (Out of CC),4
2025,21,Sylhet Division (Out of CC),1
2025,21,Barishal Division (Out of CC),42
2025,21,Chattogram Division (Out of CC),15
2025,21,Dhaka Division (Out of CC),6
2025,21,DNCC,10
2025,21,DSCC,24
2025,21,Khulna Division (Out of CC),2
2025,21,Mymensingh Division (Out of CC),1
2025,21,Rajshahi Division (Out of CC),null
2025,21,Rangpur Division (Out of CC),1
2025,21,Sylhet Division (Out of CC),null
2025,21,Barishal Division (Out of CC),41
2025,21,Chattogram Division (Out of CC),8
2025,21,Dhaka Division (Out of CC),8
2025,21,DNCC,5
2025,21,DSCC,2
2025,21,Khulna Division (Out of CC),2
2025,21,Mymensingh Division (Out of CC),null
2025,21,Rajshahi Division (Out of CC),null
2025,21,Rangpur Division (Out of CC),null
2025,21,Sylhet Division (Out of CC),1
2025,21,Barishal Division (Out of CC),10
2025,21,Chattogram Division (Out of CC),null
2025,21,Dhaka Division (Out of CC),null
2025,21,DNCC,1
2025,21,DSCC,6
2025,21,Khulna Division (Out of CC),null
2025,21,Mymensingh Division (Out of CC),null
2025,21,Rajshahi Division (Out of CC),null
2025,21,Rangpur Division (Out of CC),null
2025,21,Sylhet Division (Out of CC),null
2025,21,Barishal Division (Out of CC),64
2025,21,Chattogram Division (Out of CC),7
2025,21,Dhaka Division (Out of CC),null
2025,21,DNCC,5
2025,21,DSCC,13
2025,21,Khulna Division (Out of CC),null
2025,21,Mymensingh Division (Out of CC),1
2025,21,Rajshahi Division (Out of CC),null
2025,21,Rangpur Division (Out of CC),null
2025,21,Sylhet Division (Out of CC),null
2025,21,Barishal Division (Out of CC),68
2025,21,Chattogram Division (Out of CC),22
2025,21,Dhaka Division (Out of CC),null
2025,21,DNCC,8
2025,21,DSCC,12
2025,21,Khulna Division (Out of CC),1
2025,21,Mymensingh Division (Out of CC),3
2025,21,Rajshahi Division (Out of CC),1
2025,21,Rangpur Division (Out of CC),null
2025,21,Sylhet Division (Out of CC),null
2025,22,Barishal Division (Out of CC),41
2025,22,Chattogram Division (Out of CC),16
2025,22,Dhaka Division (Out of CC),5
2025,22,DNCC,3
2025,22,DSCC,8
2025,22,Khulna Division (Out of CC),2
2025,22,Mymensingh Division (Out of CC),2
2025,22,Rajshahi Division (Out of CC),1
2025,22,Rangpur Division (Out of CC),null
2025,22,Sylhet Division (Out of CC),null
2025,22,Barishal Division (Out of CC),36
2025,22,Chattogram Division (Out of CC),10
2025,22,Dhaka Division (Out of CC),4
2025,22,DNCC,6
2025,22,DSCC,13
2025,22,Khulna Division (Out of CC),null
2025,22,Mymensingh Division (Out of CC),null
2025,22,Rajshahi Division (Out of CC),null
2025,22,Rangpur Division (Out of CC),null
2025,22,Sylhet Division (Out of CC),1
2025,22,Barishal Division (Out of CC),69
2025,22,Chattogram Division (Out of CC),11
2025,22,Dhaka Division (Out of CC),3
2025,22,DNCC,8
2025,22,DSCC,20
2025,22,Khulna Division (Out of CC),3
2025,22,Mymensingh Division (Out of CC),1
2025,22,Rajshahi Division (Out of CC),null
2025,22,Rangpur Division (Out of CC),5
2025,22,Sylhet Division (Out of CC),null
2025,22,Barishal Division (Out of CC),36
2025,22,Chattogram Division (Out of CC),4
2025,22,Dhaka Division (Out of CC),3
2025,22,DNCC,7
2025,22,DSCC,10
2025,22,Khulna Division (Out of CC),1
2025,22,Mymensingh Division (Out of CC),null
2025,22,Rajshahi Division (Out of CC),null
2025,22,Rangpur Division (Out of CC),1
2025,22,Sylhet Division (Out of CC),null
2025,22,Barishal Division (Out of CC),10
2025,22,Chattogram Division (Out of CC),3
2025,22,Dhaka Division (Out of CC),null
2025,22,DNCC,3
2025,22,DSCC,5
2025,22,Khulna Division (Out of CC),null
2025,22,Mymensingh Division (Out of CC),null
2025,22,Rajshahi Division (Out of CC),null
2025,22,Rangpur Division (Out of CC),null
2025,22,Sylhet Division (Out of CC),null
2025,22,Barishal Division (Out of CC),1
2025,22,Chattogram Division (Out of CC),7
2025,22,Dhaka Division (Out of CC),1
2025,22,DNCC,6
2025,22,DSCC,7
2025,22,Khulna Division (Out of CC),null
2025,22,Mymensingh Division (Out of CC),null
2025,22,Rajshahi Division (Out of CC),null
2025,22,Rangpur Division (Out of CC),null
2025,22,Sylhet Division (Out of CC),null
